version,1.8.0
info,balls_per_over,6
info,team,Chennai Super Kings
info,team,Punjab Kings
info,team_type,club
info,gender,male
info,season,2025
info,date,2025/04/30
info,event,Indian Premier League
info,match_id,1473486
info,match_type,T20
info,overs,20
info,match_number,49
info,venue,"MA Chidambaram Stadium, Chepauk, Chennai"
info,city,Chennai
info,toss_winner,Punjab Kings
info,toss_decision,field
info,player_of_match,SS Iyer
info,umpire,A Totre
info,umpire,Anish Sahasrabudhe
info,reserve_umpire,Amit Rana
info,tv_umpire,R Pandit
info,match_referee,Amit Sharma
info,target_overs,2,20
info,target_runs,2,191
info,winner,Punjab Kings
info,winner_wickets,4
info,player,Chennai Super Kings,SK Rasheed
info,player,Chennai Super Kings,A Mhatre
info,player,Chennai Super Kings,SM Curran
info,player,Chennai Super Kings,RA Jadeja
info,player,Chennai Super Kings,D Brevis
info,player,Chennai Super Kings,S Dube
info,player,Chennai Super Kings,MS Dhoni
info,player,Chennai Super Kings,DJ Hooda
info,player,Chennai Super Kings,A Kamboj
info,player,Chennai Super Kings,Noor Ahmad
info,player,Chennai Super Kings,KK Ahmed
info,player,Chennai Super Kings,M Pathirana
info,player,Punjab Kings,YS Chahal
info,player,Punjab Kings,Priyansh Arya
info,player,Punjab Kings,P Simran Singh
info,player,Punjab Kings,SS Iyer
info,player,Punjab Kings,N Wadhera
info,player,Punjab Kings,Shashank Singh
info,player,Punjab Kings,JP Inglis
info,player,Punjab Kings,Suryansh Shedge
info,player,Punjab Kings,M Jansen
info,player,Punjab Kings,Azmatullah Omarzai
info,player,Punjab Kings,Harpreet Brar
info,player,Punjab Kings,Arshdeep Singh
info,registry,people,A Kamboj,fcc21ace
info,registry,people,A Mhatre,b2b4f545
info,registry,people,A Totre,b1d7d7bc
info,registry,people,Amit Rana,f5db088b
info,registry,people,Amit Sharma,7ea3e0cc
info,registry,people,Anish Sahasrabudhe,2892df67
info,registry,people,Arshdeep Singh,244048f6
info,registry,people,Azmatullah Omarzai,8f6dd463
info,registry,people,D Brevis,844e79d1
info,registry,people,DJ Hooda,73ad96ed
info,registry,people,Harpreet Brar,c05edf8e
info,registry,people,JP Inglis,989889ff
info,registry,people,KK Ahmed,a2f46292
info,registry,people,M Jansen,81c36ee9
info,registry,people,M Pathirana,64839cb3
info,registry,people,MS Dhoni,4a8a2e3b
info,registry,people,N Wadhera,d1a60072
info,registry,people,Noor Ahmad,efc04be7
info,registry,people,P Simran Singh,9418198b
info,registry,people,Priyansh Arya,b5797845
info,registry,people,R Pandit,8a604384
info,registry,people,RA Jadeja,fe93fd9d
info,registry,people,S Dube,a4e37e47
info,registry,people,SK Rasheed,cbf58a86
info,registry,people,SM Curran,e94915e6
info,registry,people,SS Iyer,85ec8e33
info,registry,people,Shashank Singh,26989d80
info,registry,people,Suryansh Shedge,970ddd24
info,registry,people,YS Chahal,57ee1fde
ball,1,0.1,Chennai Super Kings,SK Rasheed,A Mhatre,Arshdeep Singh,0,0,,,,,,"","",0.1,,,,
ball,1,0.2,Chennai Super Kings,SK Rasheed,A Mhatre,Arshdeep Singh,0,0,,,,,,"","",0.2,,,,
ball,1,0.3,Chennai Super Kings,SK Rasheed,A Mhatre,Arshdeep Singh,1,0,,,,,,"","",0.3,,,,
ball,1,0.4,Chennai Super Kings,A Mhatre,SK Rasheed,Arshdeep Singh,1,0,,,,,,"","",0.4,,,,
ball,1,0.5,Chennai Super Kings,SK Rasheed,A Mhatre,Arshdeep Singh,0,0,,,,,,"","",0.5,,,,
ball,1,0.6,Chennai Super Kings,SK Rasheed,A Mhatre,Arshdeep Singh,0,1,1,,,,,"","",0.6,,,,
ball,1,0.7,Chennai Super Kings,SK Rasheed,A Mhatre,Arshdeep Singh,0,0,,,,,,"","",0.6,,,,
ball,1,1.1,Chennai Super Kings,A Mhatre,SK Rasheed,M Jansen,0,0,,,,,,"","",1.1,,,,
ball,1,1.2,Chennai Super Kings,A Mhatre,SK Rasheed,M Jansen,4,0,,,,,,"","",1.2,,,,
ball,1,1.3,Chennai Super Kings,A Mhatre,SK Rasheed,M Jansen,1,0,,,,,,"","",1.3,,,,
ball,1,1.4,Chennai Super Kings,SK Rasheed,A Mhatre,M Jansen,0,0,,,,,,"","",1.4,,,,
ball,1,1.5,Chennai Super Kings,SK Rasheed,A Mhatre,M Jansen,0,0,,,,,,"","",1.5,,,,
ball,1,1.6,Chennai Super Kings,SK Rasheed,A Mhatre,M Jansen,0,0,,,,,,"","",1.6,,,,
ball,1,2.1,Chennai Super Kings,A Mhatre,SK Rasheed,Arshdeep Singh,0,1,1,,,,,"","",2.1,,,,
ball,1,2.2,Chennai Super Kings,A Mhatre,SK Rasheed,Arshdeep Singh,1,0,,,,,,"","",2.1,,,,
ball,1,2.3,Chennai Super Kings,SK Rasheed,A Mhatre,Arshdeep Singh,0,1,1,,,,,"","",2.2,,,,
ball,1,2.4,Chennai Super Kings,SK Rasheed,A Mhatre,Arshdeep Singh,4,0,,,,,,"","",2.2,,,,
ball,1,2.5,Chennai Super Kings,SK Rasheed,A Mhatre,Arshdeep Singh,0,0,,,,,,"","",2.3,,,,
ball,1,2.6,Chennai Super Kings,SK Rasheed,A Mhatre,Arshdeep Singh,6,0,,,,,,"","",2.4,,,,
ball,1,2.7,Chennai Super Kings,SK Rasheed,A Mhatre,Arshdeep Singh,0,0,,,,,,caught,SK Rasheed,2.5,,Shashank Singh,,
ball,1,2.8,Chennai Super Kings,SM Curran,A Mhatre,Arshdeep Singh,0,1,1,,,,,"","",2.6,,,,
ball,1,2.9,Chennai Super Kings,SM Curran,A Mhatre,Arshdeep Singh,0,0,,,,,,"","",2.6,,,,
