version,1.8.0
info,balls_per_over,6
info,team,Chennai Super Kings
info,team,Punjab Kings
info,team_type,club
info,gender,male
info,season,2026
info,date,2026/04/03
info,event,Indian Premier League
info,match_id,1527680
info,match_type,T20
info,overs,20
info,match_number,7
info,venue,"MA Chidambaram Stadium, Chepauk, Chennai"
info,city,Chennai
info,toss_winner,Punjab Kings
info,toss_decision,field
info,player_of_match,Priyansh Arya
info,umpire,Abhijit Bhattacharya
info,umpire,A Totre
info,reserve_umpire,P Joshi
info,tv_umpire,KN Ananthapadmanabhan
info,match_referee,Prakash Bhatt
info,target_overs,2,20
info,target_runs,2,210
info,winner,Punjab Kings
info,winner_wickets,5
info,player,Chennai Super Kings,RD Chahar
info,player,Chennai Super Kings,SV Samson
info,player,Chennai Super Kings,RD Gaikwad
info,player,Chennai Super Kings,A Mhatre
info,player,Chennai Super Kings,S Dube
info,player,Chennai Super Kings,Kartik Sharma
info,player,Chennai Super Kings,SN Khan
info,player,Chennai Super Kings,PR Veer
info,player,Chennai Super Kings,Noor Ahmad
info,player,Chennai Super Kings,A Kamboj
info,player,Chennai Super Kings,MJ Henry
info,player,Chennai Super Kings,KK Ahmed
info,player,Punjab Kings,YS Chahal
info,player,Punjab Kings,Priyansh Arya
info,player,Punjab Kings,P Simran Singh
info,player,Punjab Kings,C Connolly
info,player,Punjab Kings,SS Iyer
info,player,Punjab Kings,N Wadhera
info,player,Punjab Kings,Shashank Singh
info,player,Punjab Kings,MP Stoinis
info,player,Punjab Kings,M Jansen
info,player,Punjab Kings,XC Bartlett
info,player,Punjab Kings,Vijaykumar Vyshak
info,player,Punjab Kings,Arshdeep Singh
info,registry,people,A Kamboj,fcc21ace
info,registry,people,A Mhatre,b2b4f545
info,registry,people,A Totre,b1d7d7bc
info,registry,people,Abhijit Bhattacharya,59ec9638
info,registry,people,Arshdeep Singh,244048f6
info,registry,people,C Connolly,fe366f34
info,registry,people,KK Ahmed,a2f46292
info,registry,people,KN Ananthapadmanabhan,3144063a
info,registry,people,Kartik Sharma,7b679de5
info,registry,people,M Jansen,81c36ee9
info,registry,people,MJ Henry,e84ac20c
info,registry,people,MP Stoinis,d9273ee7
info,registry,people,N Wadhera,d1a60072
info,registry,people,Noor Ahmad,efc04be7
info,registry,people,P Joshi,ffc0e370
info,registry,people,P Simran Singh,9418198b
info,registry,people,PR Veer,e148e6bd
info,registry,people,Prakash Bhatt,f848ab0b
info,registry,people,Priyansh Arya,b5797845
info,registry,people,RD Chahar,2ed569a0
info,registry,people,RD Gaikwad,45a43fe2
info,registry,people,S Dube,a4e37e47
info,registry,people,SN Khan,f088b960
info,registry,people,SS Iyer,85ec8e33
info,registry,people,SV Samson,a4cc73aa
info,registry,people,Shashank Singh,26989d80
info,registry,people,Vijaykumar Vyshak,54e52590
info,registry,people,XC Bartlett,3b53243a
info,registry,people,YS Chahal,57ee1fde
ball,1,0.1,Chennai Super Kings,SV Samson,RD Gaikwad,Arshdeep Singh,0,1,1,,,,,"","",0.1,,,,
ball,1,0.2,Chennai Super Kings,SV Samson,RD Gaikwad,Arshdeep Singh,0,0,,,,,,"","",0.1,,,,
ball,1,0.3,Chennai Super Kings,SV Samson,RD Gaikwad,Arshdeep Singh,3,0,,,,,,"","",0.2,,,,
ball,1,0.4,Chennai Super Kings,RD Gaikwad,SV Samson,Arshdeep Singh,0,0,,,,,,"","",0.3,,,,
ball,1,0.5,Chennai Super Kings,RD Gaikwad,SV Samson,Arshdeep Singh,1,0,,,,,,"","",0.4,,,,
ball,1,0.6,Chennai Super Kings,SV Samson,RD Gaikwad,Arshdeep Singh,0,0,,,,,,"","",0.5,,,,
ball,1,0.7,Chennai Super Kings,SV Samson,RD Gaikwad,Arshdeep Singh,0,0,,,,,,"","",0.6,,,,
ball,1,1.1,Chennai Super Kings,RD Gaikwad,SV Samson,XC Bartlett,4,0,,,,,,"","",1.1,,,,
ball,1,1.2,Chennai Super Kings,RD Gaikwad,SV Samson,XC Bartlett,0,0,,,,,,"","",1.2,,,,
ball,1,1.3,Chennai Super Kings,RD Gaikwad,SV Samson,XC Bartlett,1,0,,,,,,"","",1.3,,,,
ball,1,1.4,Chennai Super Kings,SV Samson,RD Gaikwad,XC Bartlett,0,0,,,,,,"","",1.4,,,,
ball,1,1.5,Chennai Super Kings,SV Samson,RD Gaikwad,XC Bartlett,4,0,,,,,,"","",1.5,,,,
ball,1,1.6,Chennai Super Kings,SV Samson,RD Gaikwad,XC Bartlett,0,0,,,,,,caught,SV Samson,1.6,,P Simran Singh,,
ball,1,2.1,Chennai Super Kings,RD Gaikwad,A Mhatre,M Jansen,4,0,,,,,,"","",2.1,,,,
ball,1,2.2,Chennai Super Kings,RD Gaikwad,A Mhatre,M Jansen,1,0,,,,,,"","",2.2,,,,
ball,1,2.3,Chennai Super Kings,A Mhatre,RD Gaikwad,M Jansen,0,0,,,,,,"","",2.3,,,,
ball,1,2.4,Chennai Super Kings,A Mhatre,RD Gaikwad,M Jansen,0,0,,,,,,"","",2.4,,,,
ball,1,2.5,Chennai Super Kings,A Mhatre,RD Gaikwad,M Jansen,0,5,5,,,,,"","",2.5,,,,
ball,1,2.6,Chennai Super Kings,A Mhatre,RD Gaikwad,M Jansen,0,0,,,,,,"","",2.5,,,,
ball,1,2.7,Chennai Super Kings,A Mhatre,RD Gaikwad,M Jansen,0,0,,,,,,"","",2.6,,,,
ball,1,3.1,Chennai Super Kings,RD Gaikwad,A Mhatre,XC Bartlett,1,0,,,,,,"","",3.1,,,,
ball,1,3.2,Chennai Super Kings,A Mhatre,RD Gaikwad,XC Bartlett,4,0,,,,,,"","",3.2,,,,
ball,1,3.3,Chennai Super Kings,A Mhatre,RD Gaikwad,XC Bartlett,4,0,,,,,,"","",3.3,,,,
