version,1.8.0
info,balls_per_over,6
info,team,Sunrisers Hyderabad
info,team,Delhi Capitals
info,team_type,club
info,gender,male
info,season,2026
info,date,2026/04/21
info,event,Indian Premier League
info,match_id,1529274
info,match_type,T20
info,overs,20
info,match_number,31
info,venue,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
info,city,Hyderabad
info,toss_winner,Delhi Capitals
info,toss_decision,field
info,player_of_match,Abhishek Sharma
info,umpire,Anish Sahasrabudhe
info,umpire,Vinod Seshan
info,reserve_umpire,MV Saidharshan Kumar
info,tv_umpire,AT Holdstock
info,match_referee,Shakti Singh
info,target_overs,2,20
info,target_runs,2,243
info,winner,Sunrisers Hyderabad
info,winner_runs,47
info,player,Sunrisers Hyderabad,D Madushanka
info,player,Sunrisers Hyderabad,Abhishek Sharma
info,player,Sunrisers Hyderabad,TM Head
info,player,Sunrisers Hyderabad,Ishan Kishan
info,player,Sunrisers Hyderabad,H Klaasen
info,player,Sunrisers Hyderabad,S Arora
info,player,Sunrisers Hyderabad,Aniket Verma
info,player,Sunrisers Hyderabad,Nithish Kumar Reddy
info,player,Sunrisers Hyderabad,Shivang Kumar
info,player,Sunrisers Hyderabad,Harsh Dubey
info,player,Sunrisers Hyderabad,Sakib Hussain
info,player,Sunrisers Hyderabad,E Malinga
info,player,Delhi Capitals,Mukesh Kumar
info,player,Delhi Capitals,P Nissanka
info,player,Delhi Capitals,KL Rahul
info,player,Delhi Capitals,N Rana
info,player,Delhi Capitals,Sameer Rizvi
info,player,Delhi Capitals,DA Miller
info,player,Delhi Capitals,T Stubbs
info,player,Delhi Capitals,Ashutosh Sharma
info,player,Delhi Capitals,AR Patel
info,player,Delhi Capitals,Kuldeep Yadav
info,player,Delhi Capitals,L Ngidi
info,player,Delhi Capitals,T Natarajan
info,registry,people,AR Patel,2e171977
info,registry,people,AT Holdstock,6fa3258c
info,registry,people,Abhishek Sharma,f29185a1
info,registry,people,Aniket Verma,a3b0600d
info,registry,people,Anish Sahasrabudhe,2892df67
info,registry,people,Ashutosh Sharma,84d9c311
info,registry,people,D Madushanka,de7d833e
info,registry,people,DA Miller,d67d5f00
info,registry,people,E Malinga,5750bcb4
info,registry,people,H Klaasen,235c2bb6
info,registry,people,Harsh Dubey,25228673
info,registry,people,Ishan Kishan,752f7486
info,registry,people,KL Rahul,b17e2f24
info,registry,people,Kuldeep Yadav,8d2c70ad
info,registry,people,L Ngidi,f834dcfc
info,registry,people,LS Livingstone,50c6bc2b
info,registry,people,MV Saidharshan Kumar,54b6007b
info,registry,people,Mukesh Kumar,2cffab74
info,registry,people,N Rana,fb2d1dda
info,registry,people,Nithish Kumar Reddy,aad0c365
info,registry,people,P Nissanka,8ee36b18
info,registry,people,S Arora,d7423da1
info,registry,people,Sakib Hussain,280fff14
info,registry,people,Sameer Rizvi,f89d3b11
info,registry,people,Shakti Singh,eb90d319
info,registry,people,Shivang Kumar,7b44eb3e
info,registry,people,T Natarajan,ce794613
info,registry,people,T Stubbs,85b3fab2
info,registry,people,TM Head,12b610c2
info,registry,people,Vinod Seshan,a3357a27
ball,1,0.1,Sunrisers Hyderabad,Abhishek Sharma,TM Head,Mukesh Kumar,2,0,,,,,,"","",0.1,,,,
ball,1,0.2,Sunrisers Hyderabad,Abhishek Sharma,TM Head,Mukesh Kumar,1,0,,,,,,"","",0.2,,,,
ball,1,0.3,Sunrisers Hyderabad,TM Head,Abhishek Sharma,Mukesh Kumar,0,0,,,,,,"","",0.3,,,,
ball,1,0.4,Sunrisers Hyderabad,TM Head,Abhishek Sharma,Mukesh Kumar,4,0,,,,,,"","",0.4,,,,
ball,1,0.5,Sunrisers Hyderabad,TM Head,Abhishek Sharma,Mukesh Kumar,0,0,,,,,,"","",0.5,,,,
ball,1,0.6,Sunrisers Hyderabad,TM Head,Abhishek Sharma,Mukesh Kumar,2,0,,,,,,"","",0.6,,,,
ball,1,1.1,Sunrisers Hyderabad,Abhishek Sharma,TM Head,N Rana,0,0,,,,,,"","",1.1,,,,
ball,1,1.2,Sunrisers Hyderabad,Abhishek Sharma,TM Head,N Rana,1,0,,,,,,"","",1.2,,,,
ball,1,1.3,Sunrisers Hyderabad,TM Head,Abhishek Sharma,N Rana,0,0,,,,,,"","",1.3,,,,
ball,1,1.4,Sunrisers Hyderabad,TM Head,Abhishek Sharma,N Rana,0,0,,,,,,"","",1.4,,,,
ball,1,1.5,Sunrisers Hyderabad,TM Head,Abhishek Sharma,N Rana,1,0,,,,,,"","",1.5,,,,
ball,1,1.6,Sunrisers Hyderabad,Abhishek Sharma,TM Head,N Rana,4,0,,,,,,"","",1.6,,,,
ball,1,2.1,Sunrisers Hyderabad,TM Head,Abhishek Sharma,Mukesh Kumar,2,0,,,,,,"","",2.1,,,,
ball,1,2.2,Sunrisers Hyderabad,TM Head,Abhishek Sharma,Mukesh Kumar,4,0,,,,,,"","",2.2,,,,
ball,1,2.3,Sunrisers Hyderabad,TM Head,Abhishek Sharma,Mukesh Kumar,0,0,,,,,,"","",2.3,,,,
ball,1,2.4,Sunrisers Hyderabad,TM Head,Abhishek Sharma,Mukesh Kumar,1,0,,,,,,"","",2.4,,,,
ball,1,2.5,Sunrisers Hyderabad,Abhishek Sharma,TM Head,Mukesh Kumar,0,0,,,,,,"","",2.5,,,,
ball,1,2.6,Sunrisers Hyderabad,Abhishek Sharma,TM Head,Mukesh Kumar,4,0,,,,,,"","",2.6,,,,
ball,1,3.1,Sunrisers Hyderabad,TM Head,Abhishek Sharma,L Ngidi,1,0,,,,,,"","",3.1,,,,
ball,1,3.2,Sunrisers Hyderabad,Abhishek Sharma,TM Head,L Ngidi,4,0,,,,,,"","",3.2,,,,
ball,1,3.3,Sunrisers Hyderabad,Abhishek Sharma,TM Head,L Ngidi,0,0,,,,,,"","",3.3,,,,
ball,1,3.4,Sunrisers Hyderabad,Abhishek Sharma,TM Head,L Ngidi,4,0,,,,,,"","",3.4,,,,
ball,1,3.5,Sunrisers Hyderabad,Abhishek Sharma,TM Head,L Ngidi,0,0,,,,,,"","",3.5,,,,
ball,1,3.6,Sunrisers Hyderabad,Abhishek Sharma,TM Head,L Ngidi,1,0,,,,,,"","",3.6,,,,
