version,1.8.0
info,balls_per_over,6
info,team,Chennai Super Kings
info,team,Punjab Kings
info,team_type,club
info,gender,male
info,season,2024
info,date,2024/05/05
info,event,Indian Premier League
info,match_id,1426291
info,match_type,T20
info,overs,20
info,match_number,53
info,venue,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
info,city,Dharamsala
info,toss_winner,Punjab Kings
info,toss_decision,field
info,player_of_match,RA Jadeja
info,umpire,A Nand Kishore
info,umpire,VA Kulkarni
info,reserve_umpire,Bhavesh Patel
info,tv_umpire,Nitin Menon
info,match_referee,R Seth
info,target_overs,2,20
info,target_runs,2,168
info,winner,Chennai Super Kings
info,winner_runs,28
info,player,Chennai Super Kings,Simarjeet Singh
info,player,Chennai Super Kings,AM Rahane
info,player,Chennai Super Kings,RD Gaikwad
info,player,Chennai Super Kings,DJ Mitchell
info,player,Chennai Super Kings,S Dube
info,player,Chennai Super Kings,MM Ali
info,player,Chennai Super Kings,RA Jadeja
info,player,Chennai Super Kings,MJ Santner
info,player,Chennai Super Kings,SN Thakur
info,player,Chennai Super Kings,MS Dhoni
info,player,Chennai Super Kings,TU Deshpande
info,player,Chennai Super Kings,RJ Gleeson
info,player,Punjab Kings,Arshdeep Singh
info,player,Punjab Kings,P Simran Singh
info,player,Punjab Kings,JM Bairstow
info,player,Punjab Kings,RR Rossouw
info,player,Punjab Kings,Shashank Singh
info,player,Punjab Kings,SM Curran
info,player,Punjab Kings,JM Sharma
info,player,Punjab Kings,Ashutosh Sharma
info,player,Punjab Kings,Harpreet Brar
info,player,Punjab Kings,HV Patel
info,player,Punjab Kings,RD Chahar
info,player,Punjab Kings,K Rabada
info,registry,people,A Nand Kishore,84424f4f
info,registry,people,AM Rahane,29e95537
info,registry,people,Arshdeep Singh,244048f6
info,registry,people,Ashutosh Sharma,84d9c311
info,registry,people,Bhavesh Patel,ee03dc30
info,registry,people,DJ Mitchell,eade4650
info,registry,people,HV Patel,f986ca1a
info,registry,people,Harpreet Brar,c05edf8e
info,registry,people,JM Bairstow,abb83e27
info,registry,people,JM Sharma,800d2d97
info,registry,people,K Rabada,e62dd25d
info,registry,people,MJ Santner,e4a0deae
info,registry,people,MM Ali,bb351c23
info,registry,people,MS Dhoni,4a8a2e3b
info,registry,people,Nitin Menon,e1d41d9e
info,registry,people,P Simran Singh,9418198b
info,registry,people,R Seth,540a44ba
info,registry,people,RA Jadeja,fe93fd9d
info,registry,people,RD Chahar,2ed569a0
info,registry,people,RD Gaikwad,45a43fe2
info,registry,people,RJ Gleeson,402f8494
info,registry,people,RR Rossouw,cad00a4d
info,registry,people,S Dube,a4e37e47
info,registry,people,SM Curran,e94915e6
info,registry,people,SN Thakur,1abb78f8
info,registry,people,Sameer Rizvi,f89d3b11
info,registry,people,Shashank Singh,26989d80
info,registry,people,Simarjeet Singh,30df8c66
info,registry,people,TU Deshpande,46a9bea1
info,registry,people,VA Kulkarni,8fe0c4f8
ball,1,0.1,Chennai Super Kings,AM Rahane,RD Gaikwad,K Rabada,0,1,1,,,,,"","",0.1,,,,
ball,1,0.2,Chennai Super Kings,AM Rahane,RD Gaikwad,K Rabada,1,0,,,,,,"","",0.1,,,,
ball,1,0.3,Chennai Super Kings,RD Gaikwad,AM Rahane,K Rabada,1,0,,,,,,"","",0.2,,,,
ball,1,0.4,Chennai Super Kings,AM Rahane,RD Gaikwad,K Rabada,2,0,,,,,,"","",0.3,,,,
ball,1,0.5,Chennai Super Kings,AM Rahane,RD Gaikwad,K Rabada,1,0,,,,,,"","",0.4,,,,
ball,1,0.6,Chennai Super Kings,RD Gaikwad,AM Rahane,K Rabada,0,0,,,,,,"","",0.5,,,,
ball,1,0.7,Chennai Super Kings,RD Gaikwad,AM Rahane,K Rabada,0,0,,,,,,"","",0.6,,,,
ball,1,1.1,Chennai Super Kings,AM Rahane,RD Gaikwad,Arshdeep Singh,4,0,,,,,,"","",1.1,,,,
ball,1,1.2,Chennai Super Kings,AM Rahane,RD Gaikwad,Arshdeep Singh,0,0,,,,,,"","",1.2,,,,
ball,1,1.3,Chennai Super Kings,AM Rahane,RD Gaikwad,Arshdeep Singh,1,0,,,,,,"","",1.3,,,,
ball,1,1.4,Chennai Super Kings,RD Gaikwad,AM Rahane,Arshdeep Singh,1,0,,,,,,"","",1.4,,,,
ball,1,1.5,Chennai Super Kings,AM Rahane,RD Gaikwad,Arshdeep Singh,0,0,,,,,,caught,AM Rahane,1.5,,K Rabada,,
ball,1,1.6,Chennai Super Kings,DJ Mitchell,RD Gaikwad,Arshdeep Singh,1,0,,,,,,"","",1.6,,,,
ball,1,2.1,Chennai Super Kings,DJ Mitchell,RD Gaikwad,K Rabada,3,0,,,,,,"","",2.1,,,,
ball,1,2.2,Chennai Super Kings,RD Gaikwad,DJ Mitchell,K Rabada,1,0,,,,,,"","",2.2,,,,
ball,1,2.3,Chennai Super Kings,DJ Mitchell,RD Gaikwad,K Rabada,1,0,,,,,,"","",2.3,,,,
ball,1,2.4,Chennai Super Kings,RD Gaikwad,DJ Mitchell,K Rabada,4,0,,,,,,"","",2.4,,,,
ball,1,2.5,Chennai Super Kings,RD Gaikwad,DJ Mitchell,K Rabada,0,0,,,,,,"","",2.5,,,,
ball,1,2.6,Chennai Super Kings,RD Gaikwad,DJ Mitchell,K Rabada,0,0,,,,,,"","",2.6,,,,
ball,1,3.1,Chennai Super Kings,DJ Mitchell,RD Gaikwad,Arshdeep Singh,4,0,,,,,,"","",3.1,,,,
ball,1,3.2,Chennai Super Kings,DJ Mitchell,RD Gaikwad,Arshdeep Singh,6,0,,,,,,"","",3.2,,,,
ball,1,3.3,Chennai Super Kings,DJ Mitchell,RD Gaikwad,Arshdeep Singh,0,0,,,,,,"","",3.3,,,,
ball,1,3.4,Chennai Super Kings,DJ Mitchell,RD Gaikwad,Arshdeep Singh,0,0,,,,,,"","",3.4,,,,
