version,1.8.0
info,balls_per_over,6
info,team,Rajasthan Royals
info,team,Mumbai Indians
info,team_type,club
info,gender,male
info,season,2026
info,date,2026/04/07
info,event,Indian Premier League
info,match_id,1527686
info,match_type,T20
info,overs,20
info,match_number,13
info,venue,"Barsapara Cricket Stadium, Guwahati"
info,city,Guwahati
info,toss_winner,Mumbai Indians
info,toss_decision,field
info,player_of_match,YBK Jaiswal
info,umpire,HDPK Dharmasena
info,umpire,M Krishnadas
info,reserve_umpire,K Swaroopanand
info,tv_umpire,VK Sharma
info,match_referee,V Narayan Kutty
info,target_overs,2,11
info,target_runs,2,151
info,winner,Rajasthan Royals
info,winner_runs,27
info,player,Rajasthan Royals,Ravi Bishnoi
info,player,Rajasthan Royals,YBK Jaiswal
info,player,Rajasthan Royals,V Suryavanshi
info,player,Rajasthan Royals,Dhruv Jurel
info,player,Rajasthan Royals,R Parag
info,player,Rajasthan Royals,SO Hetmyer
info,player,Rajasthan Royals,RA Jadeja
info,player,Rajasthan Royals,D Ferreira
info,player,Rajasthan Royals,JC Archer
info,player,Rajasthan Royals,N Burger
info,player,Rajasthan Royals,TU Deshpande
info,player,Rajasthan Royals,Sandeep Sharma
info,player,Mumbai Indians,AM Ghazanfar
info,player,Mumbai Indians,RD Rickelton
info,player,Mumbai Indians,RG Sharma
info,player,Mumbai Indians,SA Yadav
info,player,Mumbai Indians,Tilak Varma
info,player,Mumbai Indians,HH Pandya
info,player,Mumbai Indians,Naman Dhir
info,player,Mumbai Indians,SE Rutherford
info,player,Mumbai Indians,SN Thakur
info,player,Mumbai Indians,DL Chahar
info,player,Mumbai Indians,TA Boult
info,player,Mumbai Indians,JJ Bumrah
info,registry,people,AM Ghazanfar,9ca68676
info,registry,people,D Ferreira,f0af99a7
info,registry,people,DL Chahar,23eeb873
info,registry,people,Dhruv Jurel,bcf325d2
info,registry,people,HDPK Dharmasena,323e4c16
info,registry,people,HH Pandya,dbe50b21
info,registry,people,JC Archer,5574750c
info,registry,people,JJ Bumrah,462411b3
info,registry,people,K Swaroopanand,aa2a4962
info,registry,people,M Krishnadas,e298c588
info,registry,people,N Burger,465aa633
info,registry,people,Naman Dhir,fffa744b
info,registry,people,R Parag,04a418e8
info,registry,people,RA Jadeja,fe93fd9d
info,registry,people,RD Rickelton,e66732f8
info,registry,people,RG Sharma,740742ef
info,registry,people,Ravi Bishnoi,df064e1a
info,registry,people,SA Yadav,271f83cd
info,registry,people,SE Rutherford,d014d5ac
info,registry,people,SN Thakur,1abb78f8
info,registry,people,SO Hetmyer,48a1d7b7
info,registry,people,Sandeep Sharma,ce820073
info,registry,people,TA Boult,a818c1be
info,registry,people,TU Deshpande,46a9bea1
info,registry,people,Tilak Varma,b0482a1d
info,registry,people,V Narayan Kutty,4bacee3d
info,registry,people,V Suryavanshi,470f446b
info,registry,people,VK Sharma,a7a49df4
info,registry,people,YBK Jaiswal,6c19c6e5
ball,1,0.1,Rajasthan Royals,YBK Jaiswal,V Suryavanshi,DL Chahar,4,0,,,,,,"","",0.1,,,,
ball,1,0.2,Rajasthan Royals,YBK Jaiswal,V Suryavanshi,DL Chahar,6,0,,,,,,"","",0.2,,,,
ball,1,0.3,Rajasthan Royals,YBK Jaiswal,V Suryavanshi,DL Chahar,4,0,,,,,,"","",0.3,,,,
ball,1,0.4,Rajasthan Royals,YBK Jaiswal,V Suryavanshi,DL Chahar,0,0,,,,,,"","",0.4,,,,
ball,1,0.5,Rajasthan Royals,YBK Jaiswal,V Suryavanshi,DL Chahar,4,0,,,,,,"","",0.5,,,,
ball,1,0.6,Rajasthan Royals,YBK Jaiswal,V Suryavanshi,DL Chahar,4,0,,,,,,"","",0.6,,,,
ball,1,1.1,Rajasthan Royals,V Suryavanshi,YBK Jaiswal,JJ Bumrah,6,0,,,,,,"","",1.1,,,,
ball,1,1.2,Rajasthan Royals,V Suryavanshi,YBK Jaiswal,JJ Bumrah,1,0,,,,,,"","",1.2,,,,
ball,1,1.3,Rajasthan Royals,YBK Jaiswal,V Suryavanshi,JJ Bumrah,1,0,,,,,,"","",1.3,,,,
ball,1,1.4,Rajasthan Royals,V Suryavanshi,YBK Jaiswal,JJ Bumrah,6,0,,,,,,"","",1.4,,,,
ball,1,1.5,Rajasthan Royals,V Suryavanshi,YBK Jaiswal,JJ Bumrah,0,0,,,,,,"","",1.5,,,,
ball,1,1.6,Rajasthan Royals,V Suryavanshi,YBK Jaiswal,JJ Bumrah,0,0,,,,,,"","",1.6,,,,
ball,1,2.1,Rajasthan Royals,YBK Jaiswal,V Suryavanshi,TA Boult,6,0,,,,,,"","",2.1,,,,
ball,1,2.2,Rajasthan Royals,YBK Jaiswal,V Suryavanshi,TA Boult,6,0,,,,,,"","",2.2,,,,
ball,1,2.3,Rajasthan Royals,YBK Jaiswal,V Suryavanshi,TA Boult,1,0,,,,,,"","",2.3,,,,
ball,1,2.4,Rajasthan Royals,V Suryavanshi,YBK Jaiswal,TA Boult,6,0,,,,,,"","",2.4,,,,
ball,1,2.5,Rajasthan Royals,V Suryavanshi,YBK Jaiswal,TA Boult,0,1,1,,,,,"","",2.5,,,,
ball,1,2.6,Rajasthan Royals,V Suryavanshi,YBK Jaiswal,TA Boult,1,0,,,,,,"","",2.5,,,,
ball,1,2.7,Rajasthan Royals,YBK Jaiswal,V Suryavanshi,TA Boult,1,0,,,,,,"","",2.6,,,,
ball,1,3.1,Rajasthan Royals,YBK Jaiswal,V Suryavanshi,HH Pandya,0,0,,,,,,"","",3.1,,,,
ball,1,3.2,Rajasthan Royals,YBK Jaiswal,V Suryavanshi,HH Pandya,1,0,,,,,,"","",3.2,,,,
ball,1,3.3,Rajasthan Royals,V Suryavanshi,YBK Jaiswal,HH Pandya,1,0,,,,,,"","",3.3,,,,
